"filename", "language", "PHP", "JavaScript", "Markdown", "JSON", "XML", "PostCSS", "MySQL SQL", "comment", "blank", "total"
"d:\ITU\FinanSchool\FinanSchool\Backend\database\migrations\2025_10_14_101149_create_categorie_fonctionelles_table.php", "PHP", 25, 0, 0, 0, 0, 0, 0, 6, 4, 35
"d:\ITU\FinanSchool\FinanSchool\Backend\database\migrations\2025_10_14_121233_create_intervalle_comptes_categorie_table.php", "PHP", 21, 0, 0, 0, 0, 0, 0, 6, 4, 31
"d:\ITU\FinanSchool\FinanSchool\Backend\database\migrations\2025_10_21_171026_create_import_histories_table.php", "PHP", 25, 0, 0, 0, 0, 0, 0, 6, 5, 36
"d:\ITU\FinanSchool\FinanSchool\Backend\database\migrations\2025_10_23_070932_create_indicateurs_analytique_table.php", "PHP", 19, 0, 0, 0, 0, 0, 0, 0, 4, 23
"d:\ITU\FinanSchool\FinanSchool\Backend\database\migrations\2025_10_23_071019_create_niveau_alerte_table.php", "PHP", 18, 0, 0, 0, 0, 0, 0, 0, 4, 22
"d:\ITU\FinanSchool\FinanSchool\Backend\database\migrations\2025_10_23_071026_create_interpretation_indicateur_table.php", "PHP", 24, 0, 0, 0, 0, 0, 0, 0, 6, 30
"d:\ITU\FinanSchool\FinanSchool\Backend\database\migrations\2025_10_28_173608_create_amortissements_table.php", "PHP", 24, 0, 0, 0, 0, 0, 0, 0, 4, 28
"d:\ITU\FinanSchool\FinanSchool\Backend\database\migrations\2025_10_28_183111_create_taux_amortissement_table.php", "PHP", 22, 0, 0, 0, 0, 0, 0, 0, 4, 26
"d:\ITU\FinanSchool\FinanSchool\Backend\database\migrations\2025_10_30_074406_create_chat_messages_table.php", "PHP", 24, 0, 0, 0, 0, 0, 0, 1, 3, 28
"d:\ITU\FinanSchool\FinanSchool\Backend\database\migrations\2025_11_01_164841_create_code_analytique_table.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 6, 5, 31
"d:\ITU\FinanSchool\FinanSchool\Backend\database\migrations\2025_11_01_165105_add_id_code_to_affectationanalytique_table.php", "PHP", 22, 0, 0, 0, 0, 0, 0, 7, 5, 34
"d:\ITU\FinanSchool\FinanSchool\Backend\database\migrations\2025_11_02_104707_create_niveaux_urgence_table.php", "PHP", 22, 0, 0, 0, 0, 0, 0, 7, 4, 33
"d:\ITU\FinanSchool\FinanSchool\Backend\database\migrations\2025_11_02_104707_create_types_evenement_table.php", "PHP", 21, 0, 0, 0, 0, 0, 0, 7, 4, 32
"d:\ITU\FinanSchool\FinanSchool\Backend\database\migrations\2025_11_02_104708_create_evenements_table.php", "PHP", 19, 0, 0, 0, 0, 0, 0, 7, 4, 30
"d:\ITU\FinanSchool\FinanSchool\Backend\database\migrations\2025_11_02_104712_create_notifications_table.php", "PHP", 24, 0, 0, 0, 0, 0, 0, 6, 4, 34
"d:\ITU\FinanSchool\FinanSchool\Backend\database\seeders\ComptesMappingSeeder.php", "PHP", 52, 0, 0, 0, 0, 0, 0, 12, 14, 78
"d:\ITU\FinanSchool\FinanSchool\Backend\database\seeders\DatabaseSeeder.php", "PHP", 16, 0, 0, 0, 0, 0, 0, 10, 6, 32
"d:\ITU\FinanSchool\FinanSchool\Backend\database\seeders\DeviseSeeder.php", "PHP", 15, 0, 0, 0, 0, 0, 0, 0, 4, 19
"d:\ITU\FinanSchool\FinanSchool\Backend\database\seeders\DureeSeeder.php", "PHP", 18, 0, 0, 0, 0, 0, 0, 0, 4, 22
"d:\ITU\FinanSchool\FinanSchool\Backend\database\seeders\ErrorSeeder.php", "PHP", 28, 0, 0, 0, 0, 0, 0, 1, 5, 34
"d:\ITU\FinanSchool\FinanSchool\Backend\database\seeders\ExerciceComptableSeeder.php", "PHP", 35, 0, 0, 0, 0, 0, 0, 9, 9, 53
"d:\ITU\FinanSchool\FinanSchool\Backend\database\seeders\FonctionEconomiquesSeeder.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 5, 25
"d:\ITU\FinanSchool\FinanSchool\Backend\database\seeders\IndicateursAnalytiqueSeeder.php", "PHP", 119, 0, 0, 0, 0, 0, 0, 7, 7, 133
"d:\ITU\FinanSchool\FinanSchool\Backend\database\seeders\InterpretationIndicateurSeeder.php", "PHP", 412, 0, 0, 0, 0, 0, 0, 27, 25, 464
"d:\ITU\FinanSchool\FinanSchool\Backend\database\seeders\IntervalleCompteCategoriesSeeder.php", "PHP", 72, 0, 0, 0, 0, 0, 0, 7, 11, 90
"d:\ITU\FinanSchool\FinanSchool\Backend\database\seeders\NatureComptableSeeder.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 4, 24
"d:\ITU\FinanSchool\FinanSchool\Backend\database\seeders\NiveauAlerteSeeder.php", "PHP", 15, 0, 0, 0, 0, 0, 0, 0, 4, 19
"d:\ITU\FinanSchool\FinanSchool\Backend\database\seeders\NiveauxUrgenceSeeder.php", "PHP", 34, 0, 0, 0, 0, 0, 0, 3, 4, 41
"d:\ITU\FinanSchool\FinanSchool\Backend\database\seeders\TauxAmortissementSeeder.php", "PHP", 28, 0, 0, 0, 0, 0, 0, 3, 6, 37
"d:\ITU\FinanSchool\FinanSchool\Backend\database\seeders\TypeCategoriesSeeder.php", "PHP", 17, 0, 0, 0, 0, 0, 0, 0, 5, 22
"d:\ITU\FinanSchool\FinanSchool\Backend\database\seeders\TypesEvenementSeeder.php", "PHP", 45, 0, 0, 0, 0, 0, 0, 3, 5, 53
"d:\ITU\FinanSchool\FinanSchool\Backend\export_base.sql", "MySQL SQL", 0, 0, 0, 0, 0, 0, 5716, 1238, 1335, 8289
"d:\ITU\FinanSchool\FinanSchool\Backend\package.json", "JSON", 0, 0, 0, 17, 0, 0, 0, 0, 1, 18
"d:\ITU\FinanSchool\FinanSchool\Backend\phpunit.xml", "XML", 0, 0, 0, 0, 34, 0, 0, 0, 1, 35
"d:\ITU\FinanSchool\FinanSchool\Backend\public\index.php", "PHP", 10, 0, 0, 0, 0, 0, 0, 4, 7, 21
"d:\ITU\FinanSchool\FinanSchool\Backend\resources\css\app.css", "PostCSS", 0, 0, 0, 0, 0, 9, 0, 0, 3, 12
"d:\ITU\FinanSchool\FinanSchool\Backend\resources\js\app.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"d:\ITU\FinanSchool\FinanSchool\Backend\resources\js\bootstrap.js", "JavaScript", 0, 3, 0, 0, 0, 0, 0, 0, 2, 5
"d:\ITU\FinanSchool\FinanSchool\Backend\resources\views\welcome.blade.php", "PHP", 270, 0, 0, 0, 0, 0, 0, 0, 8, 278
"d:\ITU\FinanSchool\FinanSchool\Backend\routes\api.php", "PHP", 143, 0, 0, 0, 0, 0, 0, 25, 62, 230
"d:\ITU\FinanSchool\FinanSchool\Backend\routes\apiAnalyse.php", "PHP", 81, 0, 0, 0, 0, 0, 0, 18, 15, 114
"d:\ITU\FinanSchool\FinanSchool\Backend\routes\console.php", "PHP", 8, 0, 0, 0, 0, 0, 0, 0, 6, 14
"d:\ITU\FinanSchool\FinanSchool\Backend\routes\notifications.php", "PHP", 19, 0, 0, 0, 0, 0, 0, 2, 6, 27
"d:\ITU\FinanSchool\FinanSchool\Backend\routes\notificationsAnalyse.php", "PHP", 3, 0, 0, 0, 0, 0, 0, 0, 3, 6
"d:\ITU\FinanSchool\FinanSchool\Backend\routes\web.php", "PHP", 7, 0, 0, 0, 0, 0, 0, 0, 5, 12
"d:\ITU\FinanSchool\FinanSchool\Backend\tests\Feature\CheckComptesNonAffectesTest.php", "PHP", 122, 0, 0, 0, 0, 0, 0, 6, 25, 153
"d:\ITU\FinanSchool\FinanSchool\Backend\tests\Feature\ExampleTest.php", "PHP", 11, 0, 0, 0, 0, 0, 0, 4, 5, 20
"d:\ITU\FinanSchool\FinanSchool\Backend\tests\TestCase.php", "PHP", 6, 0, 0, 0, 0, 0, 0, 1, 4, 11
"d:\ITU\FinanSchool\FinanSchool\Backend\tests\Unit\ChatMessageTest.php", "PHP", 74, 0, 0, 0, 0, 0, 0, 5, 19, 98
"d:\ITU\FinanSchool\FinanSchool\Backend\tests\Unit\ExampleTest.php", "PHP", 10, 0, 0, 0, 0, 0, 0, 3, 4, 17
"d:\ITU\FinanSchool\FinanSchool\Backend\vite.config.js", "JavaScript", 0, 12, 0, 0, 0, 0, 0, 0, 2, 14
"Total", "-", 12247, 16, 40, 9555, 34, 9, 5716, 3662, 4205, 35484
